5_digit_zip,payment_usd
08540,1148876.19
08554,15880.0
08558,151321.63
08611,331739.44
08618,40375.24
08620,128075.0
08638,7750.0
08648,353779.07999999996
08681,8020.0
08690,400.6
08691,12927.0
08723,21562.5
08724,183333.03999999998
08736,4000.0
08753,50181.17
08755,2307385.1000000015
08759,37763.8
08807,270949.8400000002
08816,160212.73
08818,82673.73
08820,152549.54999999993
08822,85495.02
08824,88237.5
08830,30.0
08831,4769.0
08836,864792.4299999998
08837,85192.54
08844,438762.82
08852,4000.0
08854,4496213.039999996
08855,393867.3000000001
08857,21689.699999999997
08865,11100.0
08869,28537.5
08873,185068.56000000006
08876,71690.14
08901,4131026.78
08903,1241256.1300000001
09118,7.33
10001,7338495.879999985
10002,8330.0
10003,1617394.8400000003
10004,3636341.1
10006,69756.0
10007,119219.96
10008,4392312.620000001
10009,2335.0
10010,438160.51999999996
10011,329173.27999999997
10012,85547.55
10013,68029.43
10015,201600.0
10016,22235013.240000006
10017,981266.1999999997
10018,68578.7
10019,1716979.88
10020,200.0
10021,7385652.599999996
10022,5369233.950000006
10023,43250.3
10024,485785.95999999996
10025,660789.0599999998
10027,2796915.7399999993
10028,130631.5
10029,35808899.72999991
10030,67051.6
10032,16642583.320000013
10035,30028.17
10036,847844.5700000002
10037,52692.75
10038,193418.3
10040,5359.56
10044,49.4
10055,2357034.74
10065,69005455.42999949
10075,241520.47999999998
10087,19164821.689999998
10104,40012.0
10128,1120467.3099999996
10150,252622.07
10155,63745.5
10168,8608.43
10259,1011.45
10301,142268.85000000003
10304,1724.4399999999998
10305,59996.85
10306,26543.0
10307,50.0
10308,53712.5
10310,237620.97
10312,627491.2000000002
10451,188923.2
10455,75186.68000000001
10456,57909.0
10457,2106.61
10458,84050.0
10459,471955.26999999996
10460,83022.71
10461,703524.1299999998
10462,12479.19
10463,29740.0
10465,37705.62
10467,4843875.109999998
10468,265004.13
10469,757597.56
10471,5027.5
10509,39990.0
10512,1150.88
10530,261685.74
10532,154814.11999999997
10538,25377.56
10549,96915.92000000001
10567,371892.3300000001
10573,2588772.0
10583,65700.0
10589,11407.17
10590,217.45
10591,18932.0
10595,1206426.649999999
10598,125.0
10601,1122965.2099999997
10602,167.77
10603,160.29
10604,1463530.93
10605,239209.29
10704,60499.26
10708,35261.57
10709,500.0
10710,2726.0
10804,2762.5
10901,7626.0
10940,28388.93
10952,200.0
10960,137235.29
10962,1080.0
10965,200.0
10970,3330.0
10980,300.0
10993,222772.58
10994,559389.3999999999
11004,117479.36
11020,163208.64
11021,1481702.0799999998
11023,181409.7400000001
11030,1832494.1199999976
11040,233727.84
11042,12232376.690000024
11050,525.0
11065,1902.84
11102,276.92
11103,540.0
11106,12038.589999999997
11201,1736812.25
11203,22006.479999999996
11206,297586.99
11207,1.44
11209,1524645.45
11212,34100.10999999999
11215,367467.31000000006
11219,88015.65000000001
11220,4701.280000000001
11223,200.0
11229,516718.8400000001
11230,6276.0
11234,3857.2299999999996
11235,185868.1
11236,10104.900000000001
11245,1923861.54
11354,37952.0
11355,227167.48000000004
11356,32409.63
11358,5349.76
11360,250.0
11362,350.0
11365,1118.13
11366,48830.05
11368,7992.28
11372,109947.00000000003
11373,22017.29
11375,795508.7300000002
11378,4790.25
11385,12.3
11413,116060.35
11415,2174.4
11418,10262.38
11422,136438.65000000008
11432,204028.3
11435,2250.0
11451,116791.59999999999
11501,2687495.17
11516,1257904.1899999995
11520,1000.0
11530,200183.21
11549,86735.58
11555,3440.73
11557,200.0
11559,12550.0
11563,96893.47
11568,337.5
11570,601340.69
11571,14250.6
11572,34095.0
11576,1395650.3399999999
11577,240570.41
11590,1800182.6099999999
11596,100.0
11598,12089.86
11702,5000.0
11706,287540.03
11714,112186.29000000001
11718,1793.0
11721,28845.0
11725,1212757.8
11733,382131.1899999999
11735,75.0
11743,14107.500000000002
11746,14630.0
11747,19116.0
11750,52378.0
11751,105.5
11754,27367.89
11756,22932.96
11758,293715.45999999996
11768,1580.71
11772,227130.48999999996
11776,5906.25
11777,33502.0
11783,12219.75
11787,112319.64999999998
11790,89096.26999999999
11791,800.0
11793,15457.32
11794,1979876.5799999996
11797,882292.8200000001
11803,94902.47000000002
11901,14978.0
11968,65587.54999999999
12027,21865.0
12065,426985.70000000007
12110,1255240.44
12159,15919.0
12180,98755.12
12184,8500.0
12201,1628551.6199999999
12203,3271.5400000000004
12204,625291.59
12205,110645.25000000001
12206,1419865.5299999998
12207,1068418.3300000005
12208,3766508.7399999956
12211,181503.18000000005
12220,2800.0
12246,620.0
12401,52374.1
12501,1040.0
12533,1468.0
12534,410547.03
12540,1800.0
12550,41729.86
12553,531836.0799999998
12561,8848.5
12601,782521.0200000003
12603,134795.02000000005
12604,774.0
12801,67486.59
12804,400.0
12866,1651273.68
12983,78382.32
13021,14190.0
13031,17360.75
13057,407518.34
13066,16516.4
13069,30.0
13088,344375.12999999995
13104,95136.35
13202,19697.04
13203,120562.76
13210,1747816.1099999992
13214,98688.0
13215,9000.0
13224,60551.52
13326,35919.21
13413,30.0
13421,2726.8
13501,116097.6
13502,7344.6
13503,3675.0
13676,411761.94
13760,700401.6099999995
13762,605945.55
13790,613585.91
13850,260856.14999999994
13901,109744.79000000001
13903,86192.53000000003
14067,30.0
14094,12850.06
14127,60714.5
14202,203035.53
14203,1574627.3899999997
14205,680095.27
14209,1341.0
14210,1490.0
14214,176211.08000000002
14215,1062474.02
14221,323302.19999999995
14222,211442.21
14224,602371.4
14225,75487.20999999999
14226,664924.8600000002
14227,81769.55
14228,29383.32
14240,127754.72
14260,755434.25
14263,6477478.020000003
14267,34034.9
14304,24346.94
14424,30.0
14437,30.0
14450,39319.0
14456,6337.5
14472,11155.0
14534,7810.0
14551,30.0
14602,33931.04
14607,78245.77
14608,160.8
14609,1291941.3200000003
14614,210156.63
14615,204362.01
14617,1697227.969999999
14618,1362983.73
14620,386477.14
14621,416684.66000000003
14623,5559017.999999999
14624,200.0
14625,5610.0
14626,471828.8
14627,182176.72
14642,6673491.679999998
14643,556029.07
14692,2178.0
14701,51404.58
14787,202493.3000000002
14830,77359.35
14850,48400.0
14851,1000.0
14853,20920.89
14905,15977.47
15009,470580.6
15017,44985.75
15035,30.0
15065,47950.88
15084,9070.0
15090,225370.49999999994
15106,13802.5
15108,35103.12
15120,30.0
15122,39853.75
15126,6437.0
15139,30.0
15142,18027.0
15143,8805.67
15146,312926.79
15203,3694.8
15206,214679.76000000004
15212,9431040.770000007
15213,12876791.010000007
15214,110111.20000000001
15215,2585.67
15219,7316568.899999986
15220,551528.0300000004
15221,156522.66
15222,58443.68
15224,2989329.33
15229,37250.0
15230,501964.5799999999
15232,8045072.469999998
15235,500.0
15236,47374.59
15237,528769.6300000001
15238,14548.58
15240,220786.13000000003
15241,876732.7400000003
15243,208820.48
15250,1414105.6300000001
15251,2620020.7199999993
15260,884097.44
15261,37744.31
15262,337970.49000000005
15268,64080.0
15301,15463.0
15317,4689.01
15401,37892.34000000001
15478,752866.0299999997
15524,1825.0
15601,51448.600000000006
15666,80.0
15683,44.27
15701,345815.9800000001
15801,201029.47
15904,14813.0
15905,219338.86000000028
15931,50.0
16001,23256.0
16025,965.0
16029,27702.94
16057,50.0
16066,213550.0
16105,575.0
16148,7878.99
16201,363.29999999999995
16335,5890.0
16501,3375.0
16502,74080.23999999999
16505,2846.0
16506,775947.3899999999
16507,34263.75
16508,16440.76
16544,11140.0
16550,44174.14
16601,2663.0
16602,459334.18
16603,206330.21
16635,2824457.3400000012
16684,80595.75000000001
16801,290412.1
16802,196212.67000000007
17003,3680.62
17007,131330.0
17011,1526796.0299999977
17033,3627855.8700000015
17043,1789193.6400000001
17101,908421.8300000004
17104,16462.96
17109,4069.2599999999998
17111,3537.0
17112,30410.0
17201,171623.0
17325,69311.93
17331,3537.0
17361,200.0
17402,569.61
17403,498473.10000000003
17404,30.0
17405,159758.0
17408,8925.0
17522,80033.9
17543,1243.38
17579,375963.0
17601,600318.17
17602,284967.83
17604,452685.33999999956
17605,9050.0
17701,2600.0
17740,61074.09
17822,1533724.1700000006
17844,34550.0
17901,13646.32
18015,3885261.780000001
18017,363908.26
18018,3500.0
18020,2161277.88
18036,40415.0
18042,26847.4
18045,1085.62
18046,119.7
18049,60943.100000000006
18067,100.0
18099,16443.899999999998
18101,301698.17000000004
18103,2267614.369999999
18104,496469.5600000001
18105,460141.11000000004
18202,3785.94
18411,1000.0
18447,125.0
18503,1000.0
18508,10330.0
18510,26131.66
18512,68377.84
18651,61362.36
18702,137370.0
18704,221023.76
18705,48436.86000000002
18711,122258.11
18840,358929.58999999997
18901,1068404.1499999992
18902,1000.0
18914,150.0
18915,104008.0
18925,377.3
18940,53650.4
18942,48585.0
18944,6275.13
18947,168462.35
18960,51473.53
18964,19568.35
18966,58749.1
18974,15621.48
19001,1217354.4199999992
19004,232516.75999999998
19008,397.0
19010,205264.08
19012,420679.50000000006
19013,6986.05
19019,714231.1900000002
19020,1444.0
19026,1692.0
19031,184197.01000000007
19034,1611267.74
19035,11100.0
19040,9647.15
19041,180.0
19044,14398.79
19046,181839.47999999998
19047,1559400.8599999985
19053,66469.01999999997
19056,146649.98999999996
19063,314111.57
19067,225900.83000000002
19072,1675.51
19073,8263.41
19083,12930.0
19087,23237.5
19090,1325431.9600000004
19096,635009.5100000001
19102,468838.9700000001
19103,14619513.539999995
19104,64874492.08000003
19105,23100.0
19106,413549.75
19107,11212164.789999997
19108,30961.0
19109,28500.0
19110,84219.03
19111,12540927.420000011
19112,10743.720000000001
19114,141626.36
19115,27382.0
19116,1000.0
19118,7530.0
19122,101628.06000000001
19124,152153.75999999998
19125,59472.0
19129,73469.83
19131,20657.0
19134,42324.71
19135,271732.69
19139,71100.49
19140,1537718.650000001
19141,620933.35
19142,131598.35
19145,68638.75
19146,20000.0
19147,98341.25000000001
19148,2928.93
19149,347226.88999999984
19152,166527.71999999997
19153,1450.54
19175,24195.749999999996
19178,1530272.7500000002
19182,843343.7999999998
19195,1472036.470000001
19301,18521.92
19320,9865712.98
19335,163304.78999999998
19341,215760.55999999997
19348,250.0
19355,97598.92
19380,3914.4
19401,14402.49
19403,21960.0
19406,1370.0
19422,21478.31
19426,313966.24
19438,66949.93000000001
19446,399157.46000000025
19451,5710.34
19456,3911.3000000000006
19460,253.6
19462,181238.92999999996
19464,151501.00000000012
19468,1602.0
19481,144000.0
19522,15690.289999999999
19603,1000.0
19610,1312833.1000000003
19611,133797.71999999997
19612,160240.15
19702,7365.0
19713,797629.2100000004
19714,335.54
19718,51467.11
19801,1208951.8699999999
19803,1142805.3099999968
19805,6258.099999999999
19807,54314.15
19808,46000.0
19850,1125.0
19899,1323039.0699999994
19901,500.0
19904,300.0
19958,63935.98
19963,6060.0
20005,116215.86
20006,234274.42000000004
20007,11124781.189999985
20008,2800.0
20009,1232316.2199999993
20010,1562177.3399999999
20013,74472.27000000002
20016,123152.49000000002
20017,26010.75
20032,14.66
20036,693902.1900000001
20037,2033495.4900000002
20052,326172.18999999994
20057,4596789.78
20059,252739.46
20060,69596.35
20073,1677754.95
20109,196324.27
20110,87028.49
20111,50.0
20147,1130.0
20151,878.4
20164,493657.5
20170,14117.3
20171,157224.89
20175,300.0
20176,3582.65
20186,20158.0
20187,9045.0
20190,6690.0
20191,12847.41
20307,611.63
20422,75272.03
20603,33488.46
20607,877.92
20613,110513.50000000001
20622,13090.51
20646,30.0
20678,10533.18
20705,104559.21999999997
20706,406.37
20707,1965.22
20715,300.0
20723,317559.0
20735,3881.02
20740,195975.65000000014
20742,53976.42
20744,26.53
20745,369384.31000000023
20759,10000.0
20769,5463.45
20770,304744.2
20772,3553.0
20782,2026022.6600000006
20783,98003.08
20785,3636.9
20813,1018.14
20814,2200866.21
20815,1150274.2499999998
20817,14183243.389999999
20832,423049.3099999999
20847,1135.74
20850,38949286.22000001
20852,3422185.270000001
20854,588535.7500000001
20874,86905.2
20877,3759731.790000001
20878,172780.5
20889,292319.57999999996
20892,40506436.71000001
20902,1508989.8900000013
20904,1351034.3400000005
20905,130642.99
20906,30.0
20910,978622.61
20912,248341.1899999999
21014,32.1
21030,24808.899999999998
21032,89913.06999999999
21042,4645.55
21043,30.0
21044,1590796.619999999
21045,55489.68999999999
21046,13272183.569999998
21061,55513.85999999999
21075,213687.19000000003
21076,23954.309999999998
21078,56035.32
21093,757348.3900000007
21108,48070.49
21114,30.0
21117,245928.31999999995
21122,24726.620000000003
21131,3000.0
21133,1492.1699999999998
21157,46996.42999999999
21162,138672.86
21163,30.0
21201,7442282.460000001
21202,754733.4600000002
21203,2450833.1300000013
21204,2827003.1299999985
21205,11053558.480000012
21207,2064.04
21208,449521.48000000004
21209,196461.15
21210,23000.0
21211,2274145.04
21212,36259.899999999994
21213,26975.000000000004
21214,3962.0
21215,793774.82
21217,800.0
21218,7203902.329999997
21224,1227429.61
21225,2623277.4200000004
21228,297752.29
21229,599177.5500000003
21230,76155.0
21231,2646227.3800000004
21234,39119.30000000001
21236,563824.3400000002
21237,501774.55
21239,246686.68
21263,76411.73999999999
21264,225167.55
21279,615650.0
21285,11436.6
21286,16643.489999999998
21287,9713059.200000018
21401,1114536.0399999998
21406,590.0
21501,8625.0
21502,129785.77
21601,16016.61
21701,54830.53
21702,125046.6
21703,27163386.180000003
21740,1365201.5500000005
21742,111446.79999999999
21784,400.0
21791,625000.0
21801,60128.97
21804,499003.1
21811,11167.25
22003,2072739.18
22015,1649019.3999999966
22025,6500.0
22030,14285940.040000003
22031,2425769.3200000003
22033,206478.4
22038,31283.37
22039,7042.0
22042,4347523.189999998
22043,249642.30999999997
22044,28546.53
22046,2200.0
22060,102.75
22079,12460.0
22101,17759.89
22102,251870.27
22152,30.0
22180,297915.64000000025
22182,82308.95
22191,278393.88
22192,66557.32
22193,119957.0
22201,67604.20999999999
22203,462911.75999999995
22204,6952.0
22205,273834.54000000004
22206,185596.31
22209,28258.34
22304,18447.920000000002
22306,86634.78
22310,13956.56
22313,100000.0
22314,9572386.489999976
22401,46154.11000000001
22407,30.0
22408,218957.99
22554,300.0
22601,1711558.100000001
22604,52320.0
22701,129436.99
22705,290287.52
22801,25655.2
22901,2829.0
22902,403216.60999999987
22903,1489923.51
22904,61361.52
22905,14471.34
22908,11841738.310000006
22911,362417.58
22936,2325.0
22939,45430.52
23112,26600.59999999999
23113,15204.83
23114,1595140.470000001
23116,266942.91000000003
23129,42568.71
23185,3441.0
23188,5580.0
23218,403.24
23219,1942178.8100000005
23220,2084623.45
23221,150805.43
23224,45409.399999999994
23225,936990.3400000003
23226,997477.7200000001
23228,50.0
23229,111465.09000000001
23230,41905.71
23233,688427.8499999997
23235,923380.4000000001
23236,10770.0
23238,32216.62
23249,591739.19
23261,583605.9600000001
23284,1817511.8199999998
23294,781636.9700000001
23298,1172419.1200000013
23320,380380.32999999996
23321,463729.7
23323,7953.300000000001
23434,227711.50999999998
23435,1879088.9700000002
23452,54346.25
23454,182718.77000000002
23455,3072.0299999999997
23456,1046294.3300000001
23462,795972.6599999999
23463,16899.3
23487,30.0
23501,169293.57
23502,2293385.0499999984
23505,18.39
23507,2182356.98
23510,2673682.5000000005
23511,101733.54999999999
23601,318174.20999999996
23602,1752.0
23606,1049240.86
23666,1172697.2400000005
23690,120228.6
23692,6000.0
23704,38738.8
23707,10990.829999999998
23803,2469.4
23805,132115.53000000003
23836,47645.810000000005
23860,57895.0
23875,372.18
24001,705.07
24013,41396.02
24014,1742259.669999997
24016,1703561.07
24018,66193.67
24033,287636.33999999997
24060,135711.97999999998
24073,100418.89
24112,5460.0
24153,1357738.3899999987
24201,50859.42999999999
24210,475634.95000000007
24219,46300.399999999994
24457,485439.04
24501,347101.84
24502,44004.27999999999
24503,100732.3
24531,7850.0
24541,822820.5600000008
24551,32476.35
24614,2094.59
24701,2377.0
24901,4765.66
25030,6725.0
25301,145895.6
25302,5706.97
25303,1325.0
25304,568168.0
25309,90966.20000000001
25326,59317.979999999996
25401,5497.68
25404,2400.0
25425,30.0
25701,213576.94999999998
25702,109298.44
25703,15714.67
25801,174318.01
25840,50.0
26003,61735.2
26070,634133.28
26101,210.0
26261,39080.68
26301,70553.81
26330,103788.93000000001
26501,157564.18999999997
26505,1328857.6400000004
26506,853415.2500000003
26507,2600.0
26508,262022.26
26554,174122.75
26847,448.44
27006,5215.8
27012,294547.6400000001
27013,30.0
27101,389647.71000000014
27102,2349.08
27103,6947262.009999993
27104,9782409.919999985
27106,5381.25
27109,220450.13
27127,1000.0
27157,4579950.449999996
27158,10400.0
27159,1390.8
27160,750.0
27161,192.0
27203,14276.7
27205,1600.0
27215,942122.9699999999
27216,119199.56
27244,22077.100000000002
27261,10500.0
27262,902521.1300000002
27265,486250.93999999994
27278,30484.9
27284,732.0
27295,30.0
27310,6422.199999999999
27314,400.0
27330,17419.45
27360,399287.08
27401,824681.4900000001
27403,460609.84
27404,27160.0
27405,415252.48999999993
27408,1053508.1800000006
27410,99775.64
27411,10696.67
27415,41385.0
27429,110059.28
27502,6859.74
27510,5845.48
27511,16161.8
27513,177730.0
27514,6149053.84
27515,124205.42
27516,552011.1799999998
27517,624234.2200000001
27518,169114.35999999996
27519,71350.98
27520,78446.0
27529,7250.0
27534,287319.6
27560,30.0
27577,130625.54
27599,11023616.79000001
27601,32320.0
27602,32.24
27604,231399.75
27605,5671.94
27606,109.58
27607,2257654.1899999995
27608,50.0
27609,600266.3400000001
27610,818176.9699999992
27612,10761974.540000014
27613,1680.0
27614,902.49
27615,3281.25
27617,61122.21
27620,194010.05
27695,23164.0
27701,718164.9100000001
27702,820076.4400000001
27703,1609276.0000000007
27704,209955363.45000002
27705,23839834.960000005
27707,645677.7400000001
27708,3198452.28
27709,4960680.009999999
27710,22556532.21999989
27711,633792.85
27713,15489089.59
27715,379575.57
27801,4700.0
27804,279381.34000000014
27834,1350854.7299999993
27835,930.0
27836,14379.0
27858,1165747.5500000003
27893,30353.21
27909,134749.37
27910,652.0699999999999
27958,23805.0
28025,3904812.0
28031,49077.67
28037,3770.0
28054,1384576.8000000003
28070,872870.56
28078,7278284.769999993
28105,8420.3
28110,3126.0
28111,306969.11000000004
28112,1325135.94
28117,726014.0999999996
28144,680496.3699999996
28145,2550.0
28150,497281.59999999986
28152,432.0
28173,15525.0
28201,1248940.6799999992
28202,578.0
28203,219813.1
28204,5647681.600000001
28205,53387.65
28207,3278169.019999996
28208,20556.770000000004
28209,93761.68999999997
28210,1011216.33
28211,4246528.7
28215,5350.43
28217,2013.87
28223,243694.38
28226,84391.32
28232,351596.85
28233,4525.030000000001
28237,8858.75
28260,4124042.3200000003
28262,19584.05
28263,58860.0
28269,110515.0
28270,373111.0200000001
28275,203841.88999999975
28277,1730803.5900000005
28289,3500.0
28301,454.29
28304,218874.12
28314,58122.1
28328,190.25
28345,98959.6
28348,20657.14
28358,77811.4
28370,4552.0
28374,443237.66000000015
28387,30.0
28401,1887236.330000002
28402,16539.0
28403,152008.11000000002
28405,136812.34999999998
28406,1000.0
28411,12664.41
28412,93049.0
28451,15064.75
28463,2660.0
28467,7517.07
28472,18152.28
28501,117222.82999999999
28504,145190.47
